Age,Gender,StudyHours,Attendance,AssignmentCompletion,ExamScore,SelfAssessment_Level
23,0,24,91,53,83,Moderate
29,0,24,91,99,40,High
21,0,24,91,63,58,Moderate
20,0,26,62,82,97,High
29,0,11,85,61,83,Moderate
18,0,11,85,50,90,Moderate
24,1,15,69,96,78,High
23,1,15,69,56,100,Moderate
22,0,27,66,89,68,High
26,0,27,66,54,66,Moderate
23,0,27,66,85,54,High
24,0,27,66,93,40,High
24,0,13,84,76,93,Moderate
26,1,15,81,81,78,High
29,1,15,81,85,94,High
27,1,15,81,92,83,High
21,1,15,81,92,76,High
26,1,15,81,77,49,Moderate
26,0,18,72,63,47,Moderate
22,0,18,72,79,63,Moderate
21,0,24,61,57,56,Moderate
29,0,24,61,66,58,Moderate
29,1,19,71,53,85,Moderate
19,1,19,71,84,66,High
19,1,34,65,76,94,Moderate
27,1,34,65,58,56,Moderate
22,1,34,65,54,70,Moderate
24,0,24,95,55,51,Moderate
20,0,24,95,62,73,Moderate
29,0,24,95,62,72,Moderate
29,1,18,77,78,76,Moderate
24,1,18,77,97,66,High
18,0,17,91,61,41,Moderate
19,0,29,63,64,88,Moderate
25,0,13,96,77,92,Moderate
24,0,13,96,95,100,High
23,0,13,96,80,54,High
27,0,13,96,52,61,Moderate
25,0,13,96,86,84,High
18,0,10,73,97,71,High
25,0,10,73,89,87,High
23,0,10,73,56,73,Moderate
23,0,10,79,53,69,Moderate
21,0,10,79,55,76,Moderate
19,0,10,79,97,79,High
23,0,18,98,84,66,High
18,1,28,72,55,68,Moderate
20,1,28,72,81,76,High
19,1,28,72,93,97,High
21,1,28,72,91,59,High
23,0,13,77,91,78,High
21,1,23,83,91,84,High
19,1,23,83,84,74,High
18,1,23,83,76,67,Moderate
29,1,27,83,65,41,Moderate
18,0,23,99,80,50,High
25,1,15,62,50,90,Moderate
28,1,15,62,67,82,Moderate
19,1,33,88,58,57,Moderate
22,1,33,88,91,75,High
21,1,33,88,78,98,Moderate
21,1,10,94,60,88,Moderate
26,0,32,97,72,86,Moderate
25,0,32,97,77,83,Moderate
21,0,32,97,94,85,High
28,0,32,97,50,79,Moderate
19,1,19,85,83,61,High
27,1,19,85,100,94,High
28,0,28,74,57,68,Moderate
25,0,28,74,79,99,Moderate
21,0,7,96,51,74,Moderate
29,0,7,96,79,76,Moderate
18,1,11,99,88,73,High
28,1,18,96,94,55,High
26,1,18,96,77,97,Moderate
21,1,18,96,64,95,Moderate
23,1,17,65,73,54,Moderate
29,1,17,65,65,87,Moderate
28,1,24,93,95,69,High
19,1,24,93,50,97,Moderate
18,1,24,93,77,90,Moderate
29,0,10,76,94,86,High
28,0,10,76,100,44,High
19,0,10,76,53,54,Moderate
27,1,23,100,96,90,High
19,1,23,100,71,53,Moderate
25,1,32,79,50,98,Moderate
26,1,32,79,59,64,Moderate
24,1,31,91,91,56,High
26,1,31,91,96,65,High
23,1,31,91,57,60,Moderate
28,1,31,91,63,94,Moderate
21,1,31,91,91,61,High
27,1,29,82,62,92,Moderate
22,0,25,86,64,42,Moderate
23,0,22,68,78,47,Moderate
19,0,22,68,83,94,High
28,0,22,68,62,58,Moderate
28,0,22,68,59,76,Moderate
24,1,33,90,72,91,Moderate
20,1,33,90,86,100,High
19,1,33,90,79,53,Moderate
25,1,33,90,93,48,High
27,1,19,74,65,67,Moderate
20,1,19,74,85,83,High
19,0,28,80,50,64,Moderate
21,0,28,80,67,91,Moderate
18,1,9,65,79,45,Moderate
27,1,9,65,96,70,High
19,1,8,85,81,89,High
24,1,8,85,64,90,Moderate
25,0,13,98,53,46,Moderate
18,0,13,98,66,74,Moderate
29,0,24,90,54,75,Moderate
29,1,11,75,77,93,Moderate
28,0,11,79,69,56,Moderate
23,0,11,79,82,43,High
20,0,11,79,72,40,Moderate
23,0,12,69,86,79,High
27,0,23,97,94,50,High
27,0,23,97,73,61,Moderate
26,1,17,62,67,62,Moderate
19,1,20,78,78,84,Moderate
25,1,20,78,76,74,Moderate
27,1,20,78,83,100,High
26,1,20,78,51,40,Moderate
18,1,20,78,77,96,Moderate
25,1,20,78,67,45,Moderate
28,0,25,95,67,79,Moderate
28,1,16,68,50,96,Moderate
24,1,16,68,60,76,Moderate
18,1,16,68,68,46,Moderate
21,1,16,68,82,45,High
20,1,16,68,96,66,High
28,0,29,71,75,76,Moderate
27,0,29,71,59,100,Moderate
20,0,29,71,74,78,Moderate
18,1,30,79,66,49,Moderate
20,0,26,98,88,65,High
21,0,26,98,95,93,High
27,0,23,78,89,43,High
18,0,23,78,81,100,High
25,0,23,78,54,63,Moderate
29,0,23,78,93,65,High
27,0,23,78,65,70,Moderate
22,0,23,78,67,50,Moderate
19,0,23,78,89,90,High
21,0,23,78,95,51,High
27,0,23,78,67,68,Moderate
22,0,11,70,94,90,High
23,0,14,63,52,72,Moderate
25,1,22,68,75,88,Moderate
19,1,39,92,89,81,High
22,1,39,92,91,70,High
23,1,39,92,83,54,High
22,1,39,92,66,40,Moderate
23,1,39,92,58,88,Moderate
24,1,39,92,62,85,Moderate
26,1,24,99,84,55,High
18,1,24,99,53,56,Moderate
18,1,23,89,56,61,Moderate
24,1,23,89,89,100,High
27,1,23,89,75,46,Moderate
25,1,23,89,76,54,Moderate
18,1,25,75,81,63,High
19,1,25,75,68,90,Moderate
21,1,25,75,67,76,Moderate
21,1,25,75,85,79,High
26,1,25,75,66,97,Moderate
24,1,31,78,83,62,High
21,1,31,78,50,92,Moderate
21,1,31,78,100,85,High
19,1,31,78,97,84,High
20,1,31,78,74,90,Moderate
18,1,31,78,92,57,High
29,0,24,64,60,92,Moderate
22,0,24,64,96,85,High
21,0,24,64,92,97,High
21,0,24,64,84,42,High
23,1,25,85,55,63,Moderate
28,1,25,85,71,97,Moderate
23,1,16,82,69,59,Moderate
26,1,16,82,85,60,High
19,1,16,82,50,81,Moderate
28,0,23,82,69,54,Moderate
23,0,23,82,61,70,Moderate
29,0,25,71,74,59,Moderate
19,1,30,90,89,97,High
23,1,20,99,78,59,Moderate
25,1,20,99,78,71,Moderate
27,0,24,62,76,88,Moderate
29,0,24,62,50,100,Moderate
26,0,24,62,100,78,High
26,1,11,80,98,42,High
29,1,11,80,79,66,Moderate
24,0,18,96,97,42,High
28,1,23,90,86,95,High
18,1,23,90,70,41,Moderate
28,1,23,90,93,44,High
25,1,23,90,74,62,Moderate
27,0,7,75,62,47,Moderate
19,0,7,75,65,40,Moderate
26,0,27,68,74,73,Moderate
23,0,27,68,50,52,Moderate
23,1,9,78,53,83,Moderate
25,1,9,78,64,99,Moderate
22,1,9,78,62,57,Moderate
20,1,14,77,52,83,Moderate
21,1,14,77,97,70,High
23,1,14,77,68,91,Moderate
22,1,14,77,60,59,Moderate
29,0,11,82,92,49,High
23,0,11,82,87,59,High
23,0,10,90,96,98,High
23,0,10,90,66,100,Moderate
28,1,29,85,89,71,High
22,1,29,85,94,50,High
22,1,29,85,81,100,High
22,1,12,74,93,86,High
23,0,18,79,63,65,Moderate
22,0,18,79,91,89,High
21,0,18,79,71,70,Moderate
20,0,14,88,64,65,Moderate
24,0,14,88,95,55,High
18,0,25,92,63,69,Moderate
20,0,25,92,55,40,Moderate
24,0,25,92,56,100,Moderate
19,0,26,68,94,49,High
25,0,26,68,55,60,Moderate
21,0,18,65,99,81,High
21,0,18,65,61,45,Moderate
24,0,12,76,98,46,High
28,0,12,76,78,63,Moderate
18,1,29,93,80,70,High
19,1,29,93,74,75,Moderate
28,1,12,84,51,100,Moderate
25,1,26,86,68,92,Moderate
23,0,20,93,78,64,Moderate
29,0,20,93,87,77,High
23,0,20,93,77,48,Moderate
29,0,20,93,75,46,Moderate
24,1,11,88,51,62,Moderate
27,1,11,88,74,82,Moderate
21,1,25,97,80,49,High
29,1,25,97,60,48,Moderate
26,0,12,75,79,86,Moderate
26,0,12,75,54,93,Moderate
18,1,20,95,61,92,Moderate
22,1,20,95,55,86,Moderate
29,0,16,72,68,82,Moderate
18,0,16,72,53,97,Moderate
21,0,16,72,86,73,High
19,1,17,83,83,94,High
23,0,34,74,54,98,Moderate
28,0,34,74,77,87,Moderate
22,1,29,90,79,93,Moderate
26,1,29,90,76,47,Moderate
26,1,29,90,76,97,Moderate
23,1,12,81,78,80,Moderate
24,1,12,81,76,74,Moderate
26,1,12,81,67,63,Moderate
25,1,12,81,93,67,High
24,0,16,63,80,53,High
25,0,16,63,53,66,Moderate
24,1,32,83,87,62,High
26,1,32,83,83,69,High
19,1,32,83,58,52,Moderate
29,0,20,82,95,68,High
27,0,20,82,77,57,Moderate
19,0,20,82,93,48,High
27,0,20,82,54,51,Moderate
22,0,20,82,95,73,High
24,0,20,82,95,75,High
24,0,17,75,81,68,High
19,0,29,84,93,77,High
22,0,29,84,86,90,High
24,0,18,93,96,67,High
26,1,38,63,64,52,Moderate
20,1,38,63,90,81,High
20,1,38,63,80,89,High
18,0,27,69,75,78,Moderate
21,0,27,69,55,91,Moderate
18,0,19,94,98,87,High
26,0,19,94,77,72,Moderate
24,0,38,86,83,84,High
27,0,38,86,75,54,Moderate
18,0,38,86,93,90,High
28,0,26,94,84,81,High
18,1,32,84,96,55,High
19,0,13,71,76,40,Moderate
27,0,13,71,81,68,High
18,0,14,84,99,40,High
29,0,14,61,80,81,High
21,0,14,61,57,86,Moderate
28,1,17,90,91,52,High
21,1,17,90,75,92,Moderate
25,0,13,83,64,92,Moderate
20,0,13,83,93,41,High
19,0,13,83,66,51,Moderate
21,1,19,68,79,55,Moderate
25,1,19,68,63,91,Moderate
18,0,35,77,56,87,Moderate
19,0,9,86,100,97,High
28,0,9,86,60,70,Moderate
29,0,9,86,65,44,Moderate
18,1,15,74,87,64,High
18,1,15,74,93,61,High
18,0,15,95,69,93,Moderate
18,0,15,95,63,94,Moderate
22,0,15,95,90,61,High
23,0,11,81,63,47,Moderate
18,0,11,81,52,64,Moderate
29,0,11,81,74,78,Moderate
19,0,11,81,79,44,Moderate
21,0,11,81,94,52,High
20,0,36,96,71,57,Moderate
20,0,36,96,62,88,Moderate
19,1,29,66,57,55,Moderate
29,1,29,66,89,61,High
19,0,22,86,86,42,High
24,0,22,86,82,66,High
27,1,31,68,58,93,Moderate
19,1,31,68,51,91,Moderate
21,1,31,68,91,93,High
19,1,31,68,55,99,Moderate
22,0,12,98,73,72,Moderate
22,0,12,98,83,45,High
20,0,12,98,81,44,High
25,1,17,84,54,81,Moderate
19,1,17,84,96,60,High
23,1,7,69,62,59,Moderate
18,1,7,69,98,84,High
29,1,9,86,80,41,High
26,1,9,86,50,96,Moderate
20,1,7,88,95,57,High
28,1,7,88,97,69,High
29,1,7,88,57,51,Moderate
21,0,24,98,51,64,Moderate
26,0,24,98,50,94,Moderate
29,0,24,98,99,71,High
19,0,24,98,53,42,Moderate
19,0,24,98,72,66,Moderate
24,1,29,74,78,41,Moderate
20,0,28,87,65,85,Moderate
29,1,30,78,58,51,Moderate
18,1,14,93,77,83,Moderate
28,1,14,93,57,79,Moderate
22,1,31,71,97,79,High
26,1,31,71,79,97,Moderate
19,1,19,60,87,88,High
22,1,19,60,50,87,Moderate
18,0,15,77,86,91,High
27,0,15,77,91,72,High
18,1,18,84,98,99,High
29,1,18,84,68,66,Moderate
20,1,18,84,81,100,High
28,0,12,70,51,81,Moderate
20,0,12,70,57,90,Moderate
21,1,29,88,90,49,High
28,0,13,61,86,67,High
29,0,13,61,69,98,Moderate
20,0,13,61,58,57,Moderate
19,1,15,65,51,79,Moderate
28,1,15,65,80,96,High
26,1,15,65,60,47,Moderate
25,1,14,92,64,86,Moderate
20,1,14,92,92,64,High
23,0,12,74,63,81,Moderate
22,1,16,90,57,52,Moderate
23,1,16,90,79,62,Moderate
25,1,22,94,61,51,Moderate
20,1,22,94,87,94,High
25,1,22,94,62,50,Moderate
19,1,18,75,50,97,Moderate
19,1,18,75,76,96,Moderate
20,0,11,71,53,75,Moderate
18,0,11,71,96,67,High
21,0,11,71,86,42,High
28,0,11,71,60,86,Moderate
23,0,14,100,50,53,Moderate
20,0,14,100,52,73,Moderate
29,0,14,100,76,56,Moderate
22,0,14,100,80,94,High
22,0,20,75,88,99,High
29,0,20,75,94,66,High
26,0,20,75,66,94,Moderate
18,0,29,76,84,42,High
18,0,29,76,65,91,Moderate
26,0,29,76,71,76,Moderate
22,0,29,76,75,97,Moderate
19,0,29,76,71,90,Moderate
25,1,28,86,58,89,Moderate
20,0,27,92,89,67,High
24,1,15,71,59,68,Moderate
18,1,15,71,62,73,Moderate
18,1,15,71,80,95,High
27,0,7,64,84,93,High
18,0,7,64,96,81,High
23,0,7,64,54,66,Moderate
19,0,7,64,80,96,High
19,0,28,81,69,73,Moderate
27,0,28,81,93,52,High
18,0,28,81,56,74,Moderate
22,1,30,68,100,100,High
26,1,30,68,52,41,Moderate
21,1,17,89,92,81,High
23,1,5,83,92,40,High
19,1,5,83,88,51,High
29,1,13,96,95,91,High
27,1,13,96,72,74,Moderate
26,1,13,96,50,53,Moderate
24,0,19,99,71,80,Moderate
26,0,19,99,64,74,Moderate
25,0,19,99,53,94,Moderate
28,0,19,99,66,52,Moderate
18,0,19,99,91,83,High
19,1,29,98,77,69,Moderate
22,1,29,98,52,58,Moderate
27,0,17,73,99,47,High
29,0,17,73,78,80,Moderate
28,0,19,68,79,94,Moderate
18,0,23,63,86,63,High
25,1,25,94,97,79,High
29,1,15,100,58,65,Moderate
21,1,36,66,50,81,Moderate
24,1,9,71,83,58,High
20,1,25,80,52,79,Moderate
23,1,25,80,75,79,Moderate
27,0,18,90,71,85,Moderate
26,0,18,90,74,60,Moderate
27,1,8,75,89,55,High
21,1,8,75,64,77,Moderate
27,1,8,75,84,100,High
23,1,27,77,82,91,High
21,1,10,63,90,100,High
27,1,10,63,73,89,Moderate
24,1,10,63,93,66,High
27,1,10,63,69,97,Moderate
18,1,10,63,85,82,High
27,1,22,92,55,56,Moderate
29,1,22,92,51,42,Moderate
22,1,22,92,65,63,Moderate
20,0,29,64,99,49,High
28,0,13,67,56,82,Moderate
21,0,13,67,84,81,High
29,0,21,77,83,92,High
25,1,7,84,63,88,Moderate
20,1,7,84,84,55,High
18,1,7,66,64,79,Moderate
21,1,7,66,56,65,Moderate
19,1,7,66,67,70,Moderate
29,1,7,64,79,60,Moderate
21,1,28,84,78,65,Moderate
24,1,28,84,100,44,High
25,0,7,70,53,62,Moderate
24,0,7,70,61,41,Moderate
21,0,23,95,54,98,Moderate
26,0,23,95,64,73,Moderate
21,0,44,68,99,85,High
25,0,7,98,65,77,Moderate
19,0,7,98,56,59,Moderate
26,1,28,69,54,42,Moderate
22,1,29,73,76,90,Moderate
21,1,29,73,52,91,Moderate
21,0,10,93,52,63,Moderate
18,0,10,93,76,56,Moderate
23,0,10,93,76,73,Moderate
27,0,18,61,54,82,Moderate
24,0,18,61,97,66,High
28,0,17,66,77,49,Moderate
21,0,17,66,88,68,High
26,0,17,66,77,85,Moderate
26,0,17,66,89,57,High
28,1,14,75,78,42,Moderate
23,1,16,60,96,44,High
23,0,9,90,86,98,High
28,1,9,91,76,91,Moderate
21,1,9,91,84,58,High
27,1,32,75,98,99,High
29,1,32,75,51,62,Moderate
28,1,10,97,98,89,High
18,1,10,97,92,66,High
21,1,10,97,73,91,Moderate
18,1,34,68,70,87,Moderate
27,0,14,71,62,62,Moderate
25,0,14,71,89,94,High
18,0,22,100,69,59,Moderate
28,0,22,100,53,65,Moderate
29,0,9,60,72,97,Moderate
24,0,9,60,96,85,High
29,0,9,60,66,94,Moderate
26,0,31,84,94,99,High
29,0,11,88,52,60,Moderate
27,1,28,78,98,87,High
24,0,12,77,86,64,High
23,0,12,77,69,76,Moderate
18,0,12,77,100,94,High
28,0,27,65,84,78,High
25,1,18,63,75,61,Moderate
21,1,18,63,79,72,Moderate
23,0,21,97,61,87,Moderate
22,0,21,97,91,57,High
27,0,17,90,82,53,High
28,0,17,90,71,56,Moderate
20,0,17,90,86,91,High
28,0,17,90,56,77,Moderate
26,0,17,90,76,42,Moderate
18,0,5,88,75,66,Moderate
29,0,16,70,62,71,Moderate
28,0,16,70,81,97,High
23,0,16,70,59,78,Moderate
26,0,21,87,63,55,Moderate
19,0,21,87,56,43,Moderate
18,0,21,85,72,45,Moderate
26,0,21,85,85,56,High
18,0,21,85,97,52,High
19,1,8,80,82,91,High
20,1,8,80,71,82,Moderate
27,1,8,80,62,66,Moderate
24,0,27,91,98,58,High
27,0,27,91,55,70,Moderate
22,0,27,91,89,95,High
26,0,27,91,92,60,High
26,0,27,91,80,84,High
28,0,15,93,95,42,High
20,0,15,93,96,42,High
23,0,15,93,62,92,Moderate
21,0,15,93,58,54,Moderate
22,0,11,99,93,56,High
21,0,11,99,94,49,High
24,0,31,77,88,60,High
28,0,31,77,80,65,High
29,0,31,61,80,94,High
23,0,31,61,85,49,High
23,0,31,61,53,68,Moderate
18,0,31,61,93,40,High
18,0,21,68,84,61,High
28,0,21,68,87,84,High
23,0,21,68,52,54,Moderate
22,1,27,62,66,74,Moderate
23,0,23,83,94,66,High
27,0,23,83,58,99,Moderate
24,0,23,83,95,99,High
21,0,23,83,71,94,Moderate
18,0,23,83,60,66,Moderate
24,0,16,98,59,94,Moderate
23,0,16,98,52,51,Moderate
20,0,16,98,96,49,High
29,1,12,62,61,58,Moderate
20,1,12,62,87,100,High
27,1,9,100,76,47,Moderate
28,1,9,100,77,43,Moderate
20,1,9,100,99,71,High
27,1,13,74,82,89,High
23,1,13,74,62,49,Moderate
20,0,17,62,72,81,Moderate
26,0,17,62,87,81,High
18,0,17,62,69,50,Moderate
26,0,17,62,94,76,High
27,0,17,62,83,81,High
20,0,17,62,60,44,Moderate
22,0,9,75,58,98,Moderate
23,0,9,75,89,72,High
21,0,9,75,94,84,High
29,0,10,69,60,82,Moderate
27,1,29,63,87,72,High
23,1,7,63,53,76,Moderate
29,1,7,63,91,51,High
24,1,7,63,52,98,Moderate
18,1,7,63,69,56,Moderate
29,0,15,88,94,87,High
23,0,15,88,93,71,High
24,1,10,77,82,43,High
27,1,13,80,79,63,Moderate
24,1,13,80,63,80,Moderate
28,1,13,80,91,43,High
26,0,9,83,89,88,High
21,0,9,83,72,92,Moderate
28,0,14,92,85,90,High
22,0,14,92,91,94,High
24,0,14,92,54,68,Moderate
21,1,11,60,98,78,High
26,1,11,60,79,92,Moderate
20,0,26,64,76,96,Moderate
25,0,26,64,100,44,High
25,0,26,64,80,61,High
21,0,26,64,65,94,Moderate
26,1,13,86,99,82,High
24,1,13,86,96,90,High
22,1,9,87,53,72,Moderate
20,1,9,62,81,52,High
27,1,9,62,90,57,High
25,1,9,62,99,99,High
23,0,28,72,74,76,Moderate
18,0,28,72,56,79,Moderate
20,0,28,72,96,74,High
19,0,28,72,93,63,High
21,0,16,92,98,51,High
23,0,16,92,65,57,Moderate
18,0,16,92,81,46,High
29,0,15,81,69,79,Moderate
21,0,15,81,97,51,High
18,0,15,81,90,47,High
28,0,27,75,100,47,High
29,0,27,75,96,55,High
21,0,27,75,85,62,High
23,0,30,98,76,43,Moderate
23,1,10,74,87,67,High
22,0,24,75,74,90,Moderate
28,0,24,75,77,96,Moderate
22,0,28,68,66,87,Moderate
24,0,28,68,90,89,High
28,0,28,68,77,75,Moderate
20,0,14,91,87,62,High
28,0,14,91,84,99,High
18,0,8,71,79,66,Moderate
18,0,8,71,63,98,Moderate
22,0,8,71,77,72,Moderate
25,0,8,71,81,93,High
20,1,14,63,72,93,Moderate
21,1,14,63,52,92,Moderate
27,1,31,62,55,93,Moderate
19,0,21,74,84,44,High
19,0,21,74,51,65,Moderate
25,0,21,74,87,80,High
20,0,21,74,50,98,Moderate
29,0,21,74,53,84,Moderate
20,0,21,74,64,100,Moderate
20,1,26,77,79,83,Moderate
27,1,37,96,92,41,High
22,1,19,73,69,42,Moderate
26,0,21,64,68,93,Moderate
24,0,21,64,64,64,Moderate
27,1,15,63,50,71,Moderate
20,1,15,63,72,68,Moderate
19,1,15,63,53,73,Moderate
29,1,15,63,51,66,Moderate
24,1,24,96,52,51,Moderate
21,1,24,96,86,50,High
28,1,24,96,62,89,Moderate
19,1,24,96,80,60,High
20,1,18,100,54,58,Moderate
18,0,21,75,79,72,Moderate
22,0,21,75,53,48,Moderate
22,0,21,75,98,94,High
23,0,20,88,57,99,Moderate
29,0,20,88,84,82,High
21,0,20,88,73,89,Moderate
18,0,25,96,57,79,Moderate
20,0,25,96,82,91,High
19,0,25,96,72,94,Moderate
20,0,25,96,90,60,High
20,1,29,69,100,61,High
25,1,29,69,78,51,Moderate
26,1,29,69,83,64,High
20,0,29,67,91,91,High
19,0,5,69,61,94,Moderate
24,0,5,69,88,86,High
22,0,5,69,99,58,High
27,1,28,80,96,62,High
23,1,13,98,90,50,High
29,1,13,98,58,49,Moderate
18,1,30,62,87,50,High
27,0,13,73,76,41,Moderate
24,0,31,96,99,63,High
20,0,31,96,90,46,High
24,0,31,96,67,89,Moderate
21,0,13,65,78,91,Moderate
24,0,13,65,65,58,Moderate
28,0,13,65,94,86,High
19,0,13,65,73,73,Moderate
19,0,13,65,80,100,High
27,1,34,84,72,48,Moderate
29,1,34,84,89,94,High
29,1,34,84,83,91,High
22,1,34,84,96,83,High
24,1,34,84,60,78,Moderate
26,0,21,94,56,77,Moderate
24,0,21,94,70,71,Moderate
20,1,20,63,51,99,Moderate
18,1,20,63,66,94,Moderate
18,1,12,76,78,64,Moderate
22,1,12,76,77,74,Moderate
22,1,12,76,55,76,Moderate
24,1,14,72,72,46,Moderate
26,0,27,79,80,49,High
24,0,27,79,65,62,Moderate
19,1,14,78,57,100,Moderate
28,1,14,78,94,71,High
26,1,14,78,98,79,High
24,0,18,85,69,78,Moderate
20,0,18,85,75,45,Moderate
29,1,7,62,92,81,High
22,1,7,62,81,45,High
20,1,7,62,74,97,Moderate
20,1,13,81,78,48,Moderate
23,1,13,81,78,93,Moderate
24,1,13,81,55,74,Moderate
24,1,13,81,70,43,Moderate
20,1,13,81,56,93,Moderate
23,1,9,89,85,56,High
23,1,9,89,70,84,Moderate
20,1,9,89,98,74,High
21,1,9,89,81,93,High
28,1,12,69,68,57,Moderate
25,1,12,69,51,90,Moderate
22,1,12,69,85,47,High
26,1,12,69,76,87,Moderate
26,1,32,80,87,43,High
20,0,29,83,52,91,Moderate
22,0,29,83,62,54,Moderate
28,0,29,83,83,52,High
24,0,31,70,66,98,Moderate
20,0,10,77,52,75,Moderate
28,0,10,77,56,66,Moderate
26,0,10,77,68,100,Moderate
26,0,10,77,69,95,Moderate
19,0,10,77,97,42,High
25,0,23,60,98,61,High
19,0,23,60,72,41,Moderate
29,0,27,64,93,55,High
29,0,21,70,80,91,High
21,0,21,70,77,85,Moderate
21,1,11,72,86,63,High
29,1,11,72,96,64,High
23,0,15,82,92,65,High
22,0,32,87,65,47,Moderate
24,0,32,87,89,70,High
29,1,29,83,79,64,Moderate
28,1,29,83,71,85,Moderate
20,0,34,77,64,72,Moderate
19,0,5,95,85,60,High
29,0,32,76,61,76,Moderate
28,0,32,76,82,90,High
20,0,17,100,81,68,High
26,0,17,100,85,74,High
20,0,17,100,57,96,Moderate
26,0,12,61,89,78,High
18,1,17,64,90,51,High
19,1,17,64,73,81,Moderate
21,1,17,64,82,55,High
27,1,9,70,75,99,Moderate
18,0,34,93,71,48,Moderate
22,0,34,93,76,86,Moderate
29,0,34,93,99,73,High
25,0,34,93,89,89,High
28,0,21,78,60,99,Moderate
27,0,21,78,97,40,High
26,0,21,78,61,76,Moderate
19,1,30,97,66,90,Moderate
18,0,13,64,81,94,High
28,0,13,64,70,42,Moderate
24,0,13,64,52,72,Moderate
27,0,32,63,91,79,High
22,0,32,63,75,40,Moderate
28,0,30,72,72,96,Moderate
20,0,21,83,72,44,Moderate
18,0,21,83,94,96,High
22,0,21,83,64,73,Moderate
19,0,21,83,58,64,Moderate
20,1,12,65,52,88,Moderate
27,1,12,65,99,40,High
24,1,12,65,92,75,High
18,0,7,61,77,66,Moderate
27,0,7,61,58,47,Moderate
18,0,14,93,82,68,High
26,0,17,97,73,71,Moderate
26,0,17,97,100,54,High
19,0,17,97,78,59,Moderate
27,1,32,64,94,76,High
23,1,32,64,89,41,High
28,0,20,96,93,59,High
26,0,20,96,96,100,High
19,0,23,88,92,46,High
22,1,28,77,96,75,High
24,1,28,77,85,59,High
19,0,7,60,65,93,Moderate
28,1,13,100,91,53,High
24,1,13,100,59,42,Moderate
20,1,13,100,71,58,Moderate
24,1,13,100,50,66,Moderate
20,0,19,95,88,86,High
28,0,19,95,71,65,Moderate
29,0,19,95,72,94,Moderate
18,0,19,95,92,82,High
29,0,19,95,60,85,Moderate
20,0,19,95,75,41,Moderate
21,1,32,100,78,44,Moderate
28,1,33,72,93,49,High
22,1,33,72,53,46,Moderate
22,1,30,95,75,55,Moderate
20,0,15,61,68,54,Moderate
24,0,15,61,60,96,Moderate
24,0,15,61,62,44,Moderate
20,0,15,61,66,67,Moderate
26,0,15,61,72,58,Moderate
25,0,28,76,85,90,High
21,0,28,76,59,92,Moderate
25,0,28,76,56,77,Moderate
26,0,28,76,80,42,High
27,0,9,97,72,63,Moderate
19,0,9,97,50,43,Moderate
22,0,9,97,58,89,Moderate
28,0,9,97,86,40,High
18,0,9,97,77,77,Moderate
23,0,21,100,72,42,Moderate
26,0,21,100,67,57,Moderate
25,0,21,100,96,96,High
23,0,21,100,62,92,Moderate
24,0,21,100,63,44,Moderate
21,0,7,62,94,71,High
20,0,7,62,93,80,High
24,0,28,94,53,92,Moderate
18,0,14,90,90,75,High
27,1,34,81,73,84,Moderate
23,1,27,84,80,77,High
18,1,27,84,64,92,Moderate
28,1,27,84,55,53,Moderate
23,1,32,98,84,68,High
25,1,32,98,99,50,High
21,1,32,98,54,62,Moderate
23,1,8,95,96,91,High
25,1,8,95,90,71,High
26,0,31,68,90,84,High
23,0,31,68,63,68,Moderate
29,0,31,68,67,62,Moderate
25,0,11,67,95,55,High
24,0,11,67,62,91,Moderate
19,0,11,67,54,95,Moderate
29,0,24,99,51,42,Moderate
23,0,22,62,53,97,Moderate
26,0,23,72,95,82,High
23,0,23,72,75,78,Moderate
29,0,23,72,80,47,High
19,0,19,74,83,97,High
22,0,19,74,91,63,High
23,0,19,74,72,49,Moderate
27,0,19,74,61,96,Moderate
20,0,7,99,73,48,Moderate
22,0,33,66,98,95,High
22,1,12,80,54,42,Moderate
27,1,12,80,98,60,High
24,1,12,80,91,67,High
26,1,12,80,51,87,Moderate
27,1,12,80,95,54,High
20,0,13,79,90,86,High
19,0,13,79,68,64,Moderate
29,0,13,79,73,76,Moderate
29,0,13,79,96,41,High
22,0,13,79,60,65,Moderate
29,1,27,98,75,96,Moderate
20,1,27,98,76,54,Moderate
22,1,27,98,59,47,Moderate
26,1,35,68,67,61,Moderate
26,1,35,68,82,88,High
18,1,35,68,56,89,Moderate
27,1,17,85,51,64,Moderate
18,1,17,85,82,70,High
25,1,28,95,81,43,High
25,1,28,95,96,100,High
25,1,28,95,62,48,Moderate
19,1,28,95,91,50,High
28,0,11,76,55,92,Moderate
20,0,11,76,68,49,Moderate
21,0,11,76,81,55,High
19,0,7,92,76,66,Moderate
19,0,7,92,57,87,Moderate
29,0,7,92,78,94,Moderate
23,0,7,92,56,54,Moderate
25,0,7,92,78,67,Moderate
20,0,26,72,65,98,Moderate
25,0,26,72,87,74,High
19,0,26,72,68,47,Moderate
25,0,39,90,56,93,Moderate
28,0,39,90,56,48,Moderate
18,1,34,72,63,56,Moderate
28,0,19,77,91,86,High
18,0,19,77,57,47,Moderate
20,0,19,77,85,84,High
22,1,30,89,99,62,High
24,1,30,89,84,90,High
25,1,30,89,74,70,Moderate
19,0,9,93,50,52,Moderate
28,0,9,93,98,85,High
19,0,9,93,75,42,Moderate
24,0,9,93,54,48,Moderate
